Sample	Species	Reference	Total_Reads	Mapped_Reads	Percent_Mapped	Mean_Depth	Breadth_1x	Breadth_5x	Breadth_10x	Mean_MapQ	Genome_Size
SKJ007_IO_20230425_L2	SKJ	thunnus_maccoyii_ref	175966	175966	100.00	0.02	1.82	0.01	0.00	33.51	782423979
SKJ008_IO_20230425_L2	SKJ	thunnus_maccoyii_ref	42033	42033	100.00	0.00	0.41	0.00	0.00	33.29	782423979
SKJ009_IO_20230425_L2	SKJ	thunnus_maccoyii_ref	247307	247307	100.00	0.02	2.21	0.00	0.00	33.96	782423979
SKJ023_IO_20230306_L1	SKJ	thunnus_maccoyii_ref	493727	493727	100.00	0.04	3.97	0.00	0.00	32.50	782423979
SKJ028_IO_20230306_L1	SKJ	thunnus_maccoyii_ref	64555	64555	100.00	0.01	0.62	0.00	0.00	32.06	782423979
SKJ029_IO_20230306_L1	SKJ	thunnus_maccoyii_ref	149841	149841	100.00	0.02	1.56	0.00	0.00	32.36	782423979
SKJ030_IO_20230425_L2	SKJ	thunnus_maccoyii_ref	785742	785742	100.00	0.09	6.23	0.17	0.02	32.72	782423979
SKJ034_IO_20230425_L2	SKJ	thunnus_maccoyii_ref	881245	881245	100.00	0.09	7.53	0.09	0.01	32.95	782423979
SKJ035_IO_20230425_L2	SKJ	thunnus_maccoyii_ref	15068	15068	100.00	0.00	0.18	0.00	0.00	34.95	782423979
SKJ045_IO_20230306_L2	SKJ	thunnus_maccoyii_ref	6340967	6340967	100.00	0.62	25.65	3.04	0.07	33.51	782423979
SKJ051_IO_20230307_L2	SKJ	thunnus_maccoyii_ref	476559	476559	100.00	0.05	4.60	0.00	0.00	38.80	782423979
SKJ054_IO_20230307_L1	SKJ	thunnus_maccoyii_ref	1106295	1106295	100.00	0.10	8.13	0.01	0.00	32.56	782423979
SKJ061_FL_20230329_L2	SKJ	thunnus_maccoyii_ref	671143	671143	100.00	0.05	4.76	0.00	0.00	33.39	782423979
SKJ071_FL_20230329_L2	SKJ	thunnus_maccoyii_ref	8979	8979	100.00	0.00	0.08	0.00	0.00	34.41	782423979
SKJ074_FL_20230329_L2	SKJ	thunnus_maccoyii_ref	16064	16064	100.00	0.00	0.18	0.00	0.00	35.48	782423979
SKJ086_FL_20230329_L2	SKJ	thunnus_maccoyii_ref	14505	14505	100.00	0.00	0.16	0.00	0.00	35.00	782423979
SKJ087_FL_20230329_L2	SKJ	thunnus_maccoyii_ref	520450	520450	100.00	0.05	4.91	0.01	0.00	33.48	782423979
SKJ096_IO_20230414_L2	SKJ	thunnus_maccoyii_ref	4135148	4135148	100.00	0.36	15.71	1.59	0.55	34.25	782423979
SKJ097_IO_20230414_L2	SKJ	thunnus_maccoyii_ref	2747881	2747881	100.00	0.28	16.06	0.64	0.08	33.43	782423979
SKJ099_IO_20230414_L2	SKJ	thunnus_maccoyii_ref	3794919	3794919	100.00	0.39	18.48	1.69	0.11	33.41	782423979
SKJ101_IO_20230306_L1	SKJ	thunnus_maccoyii_ref	2754	2754	100.00	0.00	0.03	0.00	0.00	33.30	782423979
SKJ102_IO_20230414_L2	SKJ	thunnus_maccoyii_ref	5012717	5012717	100.00	0.48	22.72	1.58	0.01	33.83	782423979
SKJ156_NZ_20240520_L2	SKJ	thunnus_maccoyii_ref	50828	50828	100.00	0.01	0.53	0.00	0.00	39.31	782423979
SKJ212_IO_20230602_L2	SKJ	thunnus_maccoyii_ref	49698	49698	100.00	0.01	0.58	0.00	0.00	38.13	782423979
SKJ221_IO_20230506_L1	SKJ	thunnus_maccoyii_ref	1261918	1261918	100.00	0.10	8.83	0.01	0.00	33.06	782423979
SKJ222_IO_20230506_L1	SKJ	thunnus_maccoyii_ref	117684	117684	100.00	0.01	1.06	0.00	0.00	32.48	782423979
SKJ227_IO_20230409_L1	SKJ	thunnus_maccoyii_ref	254806	254806	100.00	0.02	2.24	0.00	0.00	32.93	782423979
SKJ228_IO_20230409_L1	SKJ	thunnus_maccoyii_ref	993333	993333	100.00	0.08	6.84	0.01	0.00	32.52	782423979
YFT001_NC_22020603_L1	YFT	thunnus_maccoyii_ref	152093	152093	100.00	0.01	1.32	0.00	0.00	36.90	782423979
YFT002_NC_20220603_L1	YFT	thunnus_maccoyii_ref	1775777	1775777	100.00	0.17	15.09	0.00	0.00	37.46	782423979
YFT002_PA_20240809_L1	YFT	thunnus_maccoyii_ref	183755	183755	100.00	0.02	1.69	0.00	0.00	37.08	782423979
YFT003_NC_20220603_L1	YFT	thunnus_maccoyii_ref	489087	489087	100.00	0.04	4.02	0.00	0.00	37.30	782423979
YFT004_NC_20220603_L1	YFT	thunnus_maccoyii_ref	727475	727475	100.00	0.05	4.86	0.00	0.00	37.70	782423979
YFT005_NC_20220603_L1	YFT	thunnus_maccoyii_ref	2438823	2438823	100.00	0.20	17.05	0.03	0.00	37.74	782423979
YFT006_NC_20220603_L1	YFT	thunnus_maccoyii_ref	3374492	3374492	100.00	0.27	21.17	0.08	0.00	38.13	782423979
YFT007_NC_20220615_L2	YFT	thunnus_maccoyii_ref	3721609	3721609	100.00	0.36	26.41	0.36	0.08	38.79	782423979
YFT008_NC_20220615_L2	YFT	thunnus_maccoyii_ref	2080962	2080962	100.00	0.20	16.65	0.02	0.00	39.68	782423979
YFT010_VA_20250621_L1	YFT	thunnus_maccoyii_ref	1261949	1261949	100.00	0.10	9.66	0.00	0.00	37.76	782423979
YFT011_VA_20250621_L1	YFT	thunnus_maccoyii_ref	4266	4266	100.00	0.00	0.00	0.00	0.00	36.16	0
YFT012_VA_20220615_L2	YFT	thunnus_maccoyii_ref	1528700	1528700	100.00	0.16	10.32	0.50	0.10	35.43	782423979
YFT012_VA_20250621_L1	YFT	thunnus_maccoyii_ref	1479573	1479573	100.00	0.13	11.94	0.00	0.00	37.06	782423979
YFT013_VA_20220615_L2	YFT	thunnus_maccoyii_ref	2381633	2381633	100.00	0.22	12.59	0.85	0.26	36.56	782423979
YFT014_VA_20220615_L2	YFT	thunnus_maccoyii_ref	2873118	2873118	100.00	0.27	15.79	0.88	0.29	36.80	782423979
YFT017_VA_20250621_L1	YFT	thunnus_maccoyii_ref	122149	122149	100.00	0.01	1.16	0.00	0.00	36.32	782423979
YFT021_VA_20250621_L1	YFT	thunnus_maccoyii_ref	2755786	2755786	100.00	0.23	19.49	0.01	0.00	37.97	782423979
YFT022_VA_20250621_L1	YFT	thunnus_maccoyii_ref	5156	5156	100.00	0.00	0.05	0.00	0.00	36.13	782423979
YFT028_VA_20250621_L1	YFT	thunnus_maccoyii_ref	441878	441878	100.00	0.04	3.97	0.00	0.00	36.97	782423979
YFT039_PA_20220531_L1	YFT	thunnus_maccoyii_ref	2333181	2333181	100.00	0.23	19.30	0.01	0.00	37.89	782423979
YFT040_PA_20220531_L1	YFT	thunnus_maccoyii_ref	88141	88141	100.00	0.01	0.72	0.00	0.00	37.55	782423979
YFT041_PA_20220531_L1	YFT	thunnus_maccoyii_ref	2631575	2631575	100.00	0.24	18.58	0.14	0.00	37.75	782423979
YFT042_PA_20220531_L1	YFT	thunnus_maccoyii_ref	221507	221507	100.00	0.02	1.57	0.00	0.00	37.75	782423979
YFT043_PA_20220601_L1	YFT	thunnus_maccoyii_ref	1390906	1390906	100.00	0.11	10.01	0.00	0.00	37.18	782423979
YFT044_PA_20220531_L1	YFT	thunnus_maccoyii_ref	520430	520430	100.00	0.04	4.04	0.00	0.00	37.04	782423979
YFT045_PA_20220601_L1	YFT	thunnus_maccoyii_ref	340338	340338	100.00	0.03	2.90	0.00	0.00	37.09	782423979
YFT053_IO_20230328_L1	YFT	thunnus_maccoyii_ref	80365	80365	100.00	0.01	0.62	0.00	0.00	37.34	782423979
YFT094_IO_20230730_L1	YFT	thunnus_maccoyii_ref	1537096	1537096	100.00	0.14	12.90	0.00	0.00	37.13	782423979
YFT188_HI_20220308_L2	YFT	thunnus_maccoyii_ref	7646421	7646421	100.00	0.72	46.82	0.36	0.00	38.45	782423979
YFT309_IO_20231008_L1	YFT	thunnus_maccoyii_ref	5364486	5364486	100.00	0.45	32.82	0.11	0.00	37.35	782423979
YFT_HLA_HI_204	YFT	thunnus_maccoyii_ref	1477131	1477131	100.00	0.18	15.72	0.01	0.00	39.50	782423979
YFT_HLA_HI_205	YFT	thunnus_maccoyii_ref	1338283	1338283	100.00	0.17	14.78	0.01	0.00	39.76	782423979
YFT_HLA_HI_212	YFT	thunnus_maccoyii_ref	87855	87855	100.00	0.01	1.11	0.00	0.00	39.64	782423979
YFT_HLA_HI_213	YFT	thunnus_maccoyii_ref	533578	533578	100.00	0.06	5.97	0.00	0.00	39.71	782423979
YFT_HLA_HI_223	YFT	thunnus_maccoyii_ref	4170	4170	100.00	0.00	0.06	0.00	0.00	39.81	782423979
YFT_NC_21_002	YFT	thunnus_maccoyii_ref	516066	516066	100.00	0.07	6.25	0.00	0.00	39.69	782423979
YFT_OIFC_NC_47	YFT	thunnus_maccoyii_ref	63776	63776	100.00	0.01	0.79	0.00	0.00	39.61	782423979
YFT_OIFC_NC_48	YFT	thunnus_maccoyii_ref	1856503	1856503	100.00	0.24	19.85	0.01	0.00	39.88	782423979
YFT_OIFC_NC_49	YFT	thunnus_maccoyii_ref	309719	309719	100.00	0.04	3.60	0.00	0.00	39.68	782423979
YFT_TNC_Palm_35	YFT	thunnus_maccoyii_ref	1504149	1504149	100.00	0.20	17.56	0.01	0.00	39.69	782423979
YFT_TNC_Palm_36	YFT	thunnus_maccoyii_ref	238803	238803	100.00	0.03	3.00	0.00	0.00	39.74	782423979
YFT_TNC_Palm_37	YFT	thunnus_maccoyii_ref	122187	122187	100.00	0.01	1.43	0.00	0.00	39.77	782423979
YFT_TNC_Palm_38	YFT	thunnus_maccoyii_ref	2064317	2064317	100.00	0.25	20.42	0.02	0.00	40.20	782423979
YFT_WCPFC_FJ_35	YFT	thunnus_maccoyii_ref	2159226	2159226	100.00	0.26	21.25	0.03	0.00	40.13	782423979
YFT_WCPFC_FJ_37	YFT	thunnus_maccoyii_ref	2852137	2852137	100.00	0.36	25.02	0.27	0.00	40.29	782423979
YFT_WCPFC_FJ_38	YFT	thunnus_maccoyii_ref	637284	637284	100.00	0.08	7.32	0.00	0.00	39.70	782423979
YFT_WCPFC_FJ_42	YFT	thunnus_maccoyii_ref	2611362	2611362	100.00	0.32	25.39	0.03	0.00	40.29	782423979
YFT_WCPFC_NC_24	YFT	thunnus_maccoyii_ref	707661	707661	100.00	0.09	7.88	0.00	0.00	39.86	782423979
YFT_WCPFC_NC_26	YFT	thunnus_maccoyii_ref	427951	427951	100.00	0.06	5.41	0.00	0.00	39.68	782423979
YFT_WCPFC_NC_30	YFT	thunnus_maccoyii_ref	461593	461593	100.00	0.06	5.49	0.00	0.00	39.66	782423979
YFT_WCPFC_NC_49	YFT	thunnus_maccoyii_ref	685968	685968	100.00	0.09	8.17	0.00	0.00	39.80	782423979
ALB046_FJ_20170823_L1	ALB	thunnus_thynnus_ref	44036	44036	100.00	0.00	0.38	0.00	0.00	36.61	799047066
ALB105_NA_20201125_L2	ALB	thunnus_thynnus_ref	680413	680413	100.00	0.06	5.43	0.03	0.00	36.94	799047066
ALB134_IO_20230430_L2	ALB	thunnus_thynnus_ref	45029	45029	100.00	0.00	0.41	0.00	0.00	38.39	799047066
ALB135_IO_20230523_L2	ALB	thunnus_thynnus_ref	29344	29344	100.00	0.00	0.31	0.00	0.00	36.15	799047066
ALB192_HI_20220323_L2	ALB	thunnus_thynnus_ref	356215	356215	100.00	0.03	2.61	0.00	0.00	36.36	799047066
ALB193_HI_20220419_L2	ALB	thunnus_thynnus_ref	46245	46245	100.00	0.00	0.48	0.00	0.00	36.51	799047066
ALB209_HI_20220419_L2	ALB	thunnus_thynnus_ref	13783	13783	100.00	0.00	0.13	0.00	0.00	36.53	799047066
ALB225_HI_20220401_L2	ALB	thunnus_thynnus_ref	39989	39989	100.00	0.00	0.28	0.00	0.00	36.58	799047066
ALB255_HI_20220408_L2	ALB	thunnus_thynnus_ref	40065	40065	100.00	0.00	0.45	0.00	0.00	36.65	799047066
ALB256_HI_20220408_L2	ALB	thunnus_thynnus_ref	9628	9628	100.00	0.00	0.10	0.00	0.00	36.46	799047066
ALB265_HI_20220411_L2	ALB	thunnus_thynnus_ref	46868	46868	100.00	0.00	0.46	0.00	0.00	37.26	799047066
ALB551_HI_20220415_L2	ALB	thunnus_thynnus_ref	79654	79654	100.00	0.01	0.68	0.00	0.00	35.84	799047066
ALB554_HI_20220415_L2	ALB	thunnus_thynnus_ref	26648	26648	100.00	0.00	0.22	0.00	0.00	35.39	799047066
ALB555_HI_20220415_L2	ALB	thunnus_thynnus_ref	19346	19346	100.00	0.00	0.19	0.00	0.00	37.01	799047066
ALB558_HI_20220415_L2	ALB	thunnus_thynnus_ref	62415	62415	100.00	0.01	0.49	0.00	0.00	36.05	799047066
ALB_HLA_HI_214	ALB	thunnus_thynnus_ref	915223	915223	100.00	0.11	9.72	0.00	0.00	39.05	799047066
ALB_HLA_HI_219	ALB	thunnus_thynnus_ref	2037434	2037434	100.00	0.27	22.52	0.01	0.00	39.31	799047066
ALB_HLA_HI_265	ALB	thunnus_thynnus_ref	2439671	2439671	100.00	0.30	24.73	0.01	0.00	39.34	799047066
ALB_HLA_HI_549	ALB	thunnus_thynnus_ref	686625	686625	100.00	0.08	7.15	0.00	0.00	38.96	799047066
ALB_HLA_HI_550	ALB	thunnus_thynnus_ref	152462	152462	100.00	0.02	1.76	0.00	0.00	38.80	799047066
ALB_HLA_HI_552	ALB	thunnus_thynnus_ref	52324	52324	100.00	0.01	0.60	0.00	0.00	38.75	799047066
ALB_WCPFC_FJ_36	ALB	thunnus_thynnus_ref	24282	24282	100.00	0.00	0.30	0.00	0.00	38.96	799047066
ALB_WCPFC_NC_54	ALB	thunnus_thynnus_ref	423788	423788	100.00	0.05	4.96	0.00	0.00	39.30	799047066
ALB_WCPFC_NC_55	ALB	thunnus_thynnus_ref	1233999	1233999	100.00	0.16	14.47	0.00	0.00	39.44	799047066
ALB_WCPFC_NC_67	ALB	thunnus_thynnus_ref	234503	234503	100.00	0.03	2.75	0.00	0.00	39.26	799047066
ALB_WCPFC_NC_72	ALB	thunnus_thynnus_ref	899287	899287	100.00	0.12	10.89	0.00	0.00	39.09	799047066
ALB_WCPFC_NC_74	ALB	thunnus_thynnus_ref	1137104	1137104	100.00	0.14	12.38	0.01	0.00	39.56	799047066
ALB_WCPFC_NC_81	ALB	thunnus_thynnus_ref	370098	370098	100.00	0.04	3.93	0.00	0.00	39.45	799047066
ALB_WCPFC_NC_84	ALB	thunnus_thynnus_ref	943503	943503	100.00	0.12	10.88	0.00	0.00	39.15	799047066
BE211_HI_20220330_L2	BE2	thunnus_thynnus_ref	637297	637297	100.00	0.07	6.34	0.00	0.00	37.50	799047066
BET009_PA_20240811_L1	BET	thunnus_thynnus_ref	572155	572155	100.00	0.05	4.82	0.00	0.00	36.92	799047066
BET077_IO_20230311_L1	BET	thunnus_thynnus_ref	149727	149727	100.00	0.01	1.42	0.00	0.00	36.74	799047066
BET078_IO_20230311_L1	BET	thunnus_thynnus_ref	134275	134275	100.00	0.01	1.19	0.00	0.00	36.71	799047066
BET079_IO_20230315_L1	BET	thunnus_thynnus_ref	236133	236133	100.00	0.02	2.11	0.00	0.00	36.80	799047066
BET080_IO_20230315_L1	BET	thunnus_thynnus_ref	293949	293949	100.00	0.03	2.64	0.00	0.00	36.84	799047066
BET081_IO_20230315_L1	BET	thunnus_thynnus_ref	2601125	2601125	100.00	0.21	17.84	0.01	0.00	37.64	799047066
BET082_IO_20230316_L1	BET	thunnus_thynnus_ref	310959	310959	100.00	0.03	2.49	0.00	0.00	36.92	799047066
BET083_IO_20230316_L1	BET	thunnus_thynnus_ref	1034265	1034265	100.00	0.10	9.31	0.00	0.00	37.20	799047066
BET084_IO_20230316_L1	BET	thunnus_thynnus_ref	234236	234236	100.00	0.02	1.92	0.00	0.00	36.82	799047066
BET112_IO_20230423_L1	BET	thunnus_thynnus_ref	155898	155898	100.00	0.01	1.37	0.00	0.00	36.67	799047066
BET113_IO_20230425_L1	BET	thunnus_thynnus_ref	71785	71785	100.00	0.01	0.59	0.00	0.00	36.93	799047066
BET114_IO_20230425_L1	BET	thunnus_thynnus_ref	109237	109237	100.00	0.01	0.74	0.00	0.00	37.40	799047066
BET115_IO_20230425_L1	BET	thunnus_thynnus_ref	5293403	5293403	100.00	0.49	35.68	0.07	0.00	36.19	799047066
BET116_IO_20230425_L1	BET	thunnus_thynnus_ref	4001862	4001862	100.00	0.33	26.17	0.02	0.00	37.26	799047066
BET117_IO_20230425_L1	BET	thunnus_thynnus_ref	5359942	5359942	100.00	0.47	33.90	0.13	0.00	36.25	799047066
BET119_IO_20230425_L1	BET	thunnus_thynnus_ref	4231416	4231416	100.00	0.37	28.74	0.04	0.00	36.66	799047066
BET120_IO_20230425_L1	BET	thunnus_thynnus_ref	2675527	2675527	100.00	0.23	19.24	0.00	0.00	37.53	799047066
BET121_IO_20230425_L1	BET	thunnus_thynnus_ref	70353	70353	100.00	0.01	0.56	0.00	0.00	36.99	799047066
BET203_HI_20220328_L2	BET	thunnus_thynnus_ref	1676640	1676640	100.00	0.14	12.77	0.00	0.00	38.29	799047066
BET210_HI_20220330_L2	BET	thunnus_thynnus_ref	19095	19095	100.00	0.00	0.21	0.00	0.00	36.80	799047066
BET217_HI_20220330_L2	BET	thunnus_thynnus_ref	902	902	100.00	0.00	0.01	0.00	0.00	36.84	799047066
BET218_HI_20220330_L2	BET	thunnus_thynnus_ref	454862	454862	100.00	0.04	3.82	0.00	0.00	38.00	799047066
BET_HLA_HI_183	BET	thunnus_thynnus_ref	200331	200331	100.00	0.02	2.29	0.00	0.00	39.36	799047066
BET_HLA_HI_184	BET	thunnus_thynnus_ref	25404	25404	100.00	0.00	0.32	0.00	0.00	39.31	799047066
BET_HLA_HI_190	BET	thunnus_thynnus_ref	2424860	2424860	100.00	0.29	21.98	0.06	0.00	39.66	799047066
BET_HLA_HI_191	BET	thunnus_thynnus_ref	35429	35429	100.00	0.00	0.45	0.00	0.00	39.01	799047066
BET_HLA_HI_198	BET	thunnus_thynnus_ref	39591	39591	100.00	0.01	0.52	0.00	0.00	39.14	799047066
BET_HLA_HI_199	BET	thunnus_thynnus_ref	45652	45652	100.00	0.01	0.56	0.00	0.00	39.15	799047066
BET_HLA_HI_200	BET	thunnus_thynnus_ref	25153	25153	100.00	0.00	0.31	0.00	0.00	39.29	799047066
BET_HLA_HI_201	BET	thunnus_thynnus_ref	24439	24439	100.00	0.00	0.29	0.00	0.00	39.34	799047066
BET_HLA_HI_202	BET	thunnus_thynnus_ref	14688	14688	100.00	0.00	0.19	0.00	0.00	39.17	799047066
BET_OIFC_NC_25	BET	thunnus_thynnus_ref	1008372	1008372	100.00	0.11	10.18	0.00	0.00	39.50	799047066
BET_OIFC_NC_26	BET	thunnus_thynnus_ref	57310	57310	100.00	0.01	0.65	0.00	0.00	39.06	799047066
BET_WCPFC_NC_18	BET	thunnus_thynnus_ref	117358	117358	100.00	0.01	1.22	0.00	0.00	39.18	799047066
BET_WCPFC_NC_21	BET	thunnus_thynnus_ref	1934353	1934353	100.00	0.23	17.96	0.04	0.00	39.56	799047066
BET_WCPFC_NC_39	BET	thunnus_thynnus_ref	468349	468349	100.00	0.06	5.18	0.00	0.00	39.52	799047066
BET_WCPFC_NC_43	BET	thunnus_thynnus_ref	575816	575816	100.00	0.07	6.37	0.00	0.00	39.42	799047066
BET_WCPFC_NC_44	BET	thunnus_thynnus_ref	156871	156871	100.00	0.02	1.85	0.00	0.00	39.48	799047066
BET_WCPFC_NC_51	BET	thunnus_thynnus_ref	368930	368930	100.00	0.05	4.60	0.00	0.00	39.41	799047066
BET_WCPFC_NC_73	BET	thunnus_thynnus_ref	1040238	1040238	100.00	0.11	9.87	0.01	0.00	39.59	799047066
BFT108_FL_20230329_L2	BFT	thunnus_thynnus_ref	2292328	2292328	100.00	0.20	17.88	0.00	0.00	39.18	799047066
BFT110_FL_20230329_L2	BFT	thunnus_thynnus_ref	11683533	11683533	100.00	0.88	52.96	0.67	0.00	37.86	799047066
BFT159_FL_20230329_L2	BFT	thunnus_thynnus_ref	454365	454365	100.00	0.04	3.94	0.00	0.00	38.85	799047066
BFT459_FL_20230329_L2	BFT	thunnus_thynnus_ref	7524006	7524006	100.00	0.52	38.18	0.07	0.00	38.61	799047066
BFT463_FL_20230329_L2	BFT	thunnus_thynnus_ref	11337452	11337452	100.00	1.13	62.28	1.29	0.00	38.16	799047066
BFT470_FL_20230329_L2	BFT	thunnus_thynnus_ref	8880818	8880818	100.00	0.66	45.36	0.16	0.00	38.53	799047066
BKFT_OIFC_NC_59	BKF	thunnus_thynnus_ref	2089593	2089593	100.00	0.25	20.58	0.01	0.00	39.59	799047066
BKFT_OIFC_NC_60	BKF	thunnus_thynnus_ref	2170886	2170886	100.00	0.26	21.38	0.02	0.00	39.59	799047066
BKFT_OIFC_NC_61	BKF	thunnus_thynnus_ref	1412455	1412455	100.00	0.16	13.83	0.01	0.00	39.56	799047066
BKFT_OIFC_NC_62	BKF	thunnus_thynnus_ref	1315546	1315546	100.00	0.16	13.75	0.00	0.00	39.57	799047066
BKFT_OIFC_NC_63	BKF	thunnus_thynnus_ref	268155	268155	100.00	0.03	3.20	0.00	0.00	39.26	799047066
BKT043_NC_20220819_L2	BKT	thunnus_thynnus_ref	238782	238782	100.00	0.02	1.90	0.00	0.00	36.59	799047066
BKT046_NC_20220819_L2	BKT	thunnus_thynnus_ref	37117	37117	100.00	0.00	0.36	0.00	0.00	36.69	799047066
BKT052_NC_20220907_L1	BKT	thunnus_thynnus_ref	119795	119795	100.00	0.01	1.06	0.00	0.00	37.22	799047066
BKT053_NC_20220907_L1	BKT	thunnus_thynnus_ref	70086	70086	100.00	0.01	0.63	0.00	0.00	36.70	799047066
BKT054_NC_20220907_L1	BKT	thunnus_thynnus_ref	3792	3792	100.00	0.00	0.04	0.00	0.00	35.95	799047066
BKT055_NC_20220907_L1	BKT	thunnus_thynnus_ref	493476	493476	100.00	0.05	4.80	0.00	0.00	36.64	799047066
BKT056_NC_20220907_L1	BKT	thunnus_thynnus_ref	245243	245243	100.00	0.02	2.17	0.00	0.00	36.67	799047066
BKT058_NC_20220907_L1	BKT	thunnus_thynnus_ref	6201533	6201533	100.00	0.58	38.99	0.27	0.00	36.05	799047066
BKT062_NC_20220907_L2	BKT	thunnus_thynnus_ref	54421	54421	100.00	0.01	0.58	0.00	0.00	36.68	799047066
BKT064_NC_20220907_L1	BKT	thunnus_thynnus_ref	2969274	2969274	100.00	0.28	23.18	0.01	0.00	37.07	799047066
BKT065_NC_20220907_L1	BKT	thunnus_thynnus_ref	1008347	1008347	100.00	0.09	8.66	0.00	0.00	36.60	799047066
BKT066_NC_20220907_L1	BKT	thunnus_thynnus_ref	457037	457037	100.00	0.04	4.26	0.00	0.00	36.71	799047066
BKT067_NC_20220907_L1	BKT	thunnus_thynnus_ref	693774	693774	100.00	0.06	5.29	0.00	0.00	37.24	799047066
BKT068_NC_20220907_L2	BKT	thunnus_thynnus_ref	233694	233694	100.00	0.02	1.91	0.00	0.00	37.93	799047066
BKT069_NC_20220907_L2	BKT	thunnus_thynnus_ref	65169	65169	100.00	0.01	0.68	0.00	0.00	36.01	799047066
BKT070_NC_20220907_L2	BKT	thunnus_thynnus_ref	146069	146069	100.00	0.02	1.43	0.01	0.00	35.63	799047066
BKT071_NC_20220907_L2	BKT	thunnus_thynnus_ref	40491	40491	100.00	0.00	0.42	0.00	0.00	36.02	799047066
BKT072_NC_20220907_L2	BKT	thunnus_thynnus_ref	11703	11703	100.00	0.00	0.11	0.00	0.00	36.08	799047066
BKT205_FL_20230329_L2	BKT	thunnus_thynnus_ref	133097	133097	100.00	0.01	1.01	0.00	0.00	36.75	799047066
BKT208_FL_20230329_L2	BKT	thunnus_thynnus_ref	1815343	1815343	100.00	0.12	10.90	0.00	0.00	38.09	799047066
BKT414_FL_20230329_L2	BKT	thunnus_thynnus_ref	6466943	6466943	100.00	0.55	39.93	0.08	0.00	38.26	799047066
BKT415_FL_20230329_L2	BKT	thunnus_thynnus_ref	86674	86674	100.00	0.01	0.71	0.00	0.00	37.43	799047066
BKT416_FL_20230329_L2	BKT	thunnus_thynnus_ref	1968860	1968860	100.00	0.13	12.04	0.00	0.00	38.17	799047066
BKT417_FL_20230329_L2	BKT	thunnus_thynnus_ref	2993538	2993538	100.00	0.22	19.16	0.00	0.00	38.11	799047066
BKT418_FL_20230329_L2	BKT	thunnus_thynnus_ref	345636	345636	100.00	0.03	2.69	0.00	0.00	37.88	799047066
PBFT_HLA_HI_220	PBF	thunnus_thynnus_ref	28438	28438	100.00	0.00	0.35	0.00	0.00	39.43	799047066
PBFT_HLA_HI_590	PBF	thunnus_thynnus_ref	329614	329614	100.00	0.04	3.52	0.00	0.00	40.11	799047066
PBFT_SWFSC_CA_949-10	PBF	thunnus_thynnus_ref	1762377	1762377	100.00	0.21	18.19	0.00	0.00	40.21	799047066
PBFT_SWFSC_CA_949-12	PBF	thunnus_thynnus_ref	2733173	2733173	100.00	0.35	27.46	0.02	0.00	40.22	799047066
PBFT_SWFSC_CA_949-14	PBF	thunnus_thynnus_ref	2162415	2162415	100.00	0.27	21.76	0.02	0.00	40.41	799047066
PBFT_SWFSC_CA_949-15	PBF	thunnus_thynnus_ref	442341	442341	100.00	0.05	4.74	0.00	0.00	39.96	799047066
PBFT_WCPFC_NC_120	PBF	thunnus_thynnus_ref	1542480	1542480	100.00	0.20	17.26	0.00	0.00	40.39	799047066
PBFT_WCPFC_NC_17	PBF	thunnus_thynnus_ref	1439403	1439403	100.00	0.17	14.35	0.02	0.00	40.23	799047066
PBFT_WCPFC_NC_19	PBF	thunnus_thynnus_ref	580623	580623	100.00	0.07	5.51	0.05	0.01	39.58	799047066
PBFT_WCPFC_NC_20	PBF	thunnus_thynnus_ref	346439	346439	100.00	0.04	3.66	0.00	0.00	40.06	799047066
PBFT_WCPFC_NC_27	PBF	thunnus_thynnus_ref	150975	150975	100.00	0.02	1.65	0.00	0.00	40.12	799047066
PBT001_CA_20190913_L1	PBT	thunnus_thynnus_ref	208755	208755	100.00	0.00	0.00	0.00	0.00	38.40	0
PBT002_CA_20190914_L1	PBT	thunnus_thynnus_ref	1804481	1804481	100.00	0.15	13.35	0.00	0.00	37.58	799047066
PBT003_CA_20190915_L2	PBT	thunnus_thynnus_ref	9448995	9448995	100.00	0.95	57.12	0.73	0.01	38.18	799047066
PBT004_CA_20190916_L2	PBT	thunnus_thynnus_ref	57838	57838	100.00	0.01	0.58	0.00	0.00	37.75	799047066
PBT013_NZ_20240521_L2	PBT	thunnus_thynnus_ref	11929794	11929794	100.00	1.29	62.84	2.93	0.01	36.78	799047066
PBT016_CA_20190928_L2	PBT	thunnus_thynnus_ref	25025	25025	100.00	0.00	0.23	0.00	0.00	35.44	799047066
PBT018_CA_20190930_L1	PBT	thunnus_thynnus_ref	959434	959434	100.00	0.08	8.00	0.00	0.00	37.69	799047066
PBT019_NZ_20240521_L2	PBT	thunnus_thynnus_ref	65088	65088	100.00	0.01	0.60	0.00	0.00	37.60	799047066
PBT020_CA_20191002_L1	PBT	thunnus_thynnus_ref	104453	104453	100.00	0.01	0.90	0.00	0.00	37.37	799047066
PBT034_SA_20220205_L2	PBT	thunnus_thynnus_ref	321756	321756	100.00	0.03	2.86	0.00	0.00	38.29	799047066
PBT035_SA_20220205_L2	PBT	thunnus_thynnus_ref	7273745	7273745	100.00	0.82	51.27	0.52	0.00	37.20	799047066
PBT037_SA_20220205_L1	PBT	thunnus_thynnus_ref	6211382	6211382	100.00	0.51	35.06	0.26	0.00	36.56	799047066
